"Date	AQS_SITE_ID	POC	Daily Mean PM2.5 Concentration	UNITS	DAILY_AQI_VALUE	DAILY_OBS_COUNT	PERCENT_COMPLETE	AQS_PARAMETER_CODE	AQS_PARAMETER_DESC	CBSA_CODE	CBSA_NAME	STATE_CODE	STATE	COUNTY_CODE	COUNTY	SITE_LATITUDE	SITE_LONGITUDE	MAX_TEMP	AVG_TEMP	MIN_TEMP",
"9/2/2017	60371103	1	17.5	ug/m3 LC	62	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	100	89	78"
"9/3/2017	60371103	1	12	ug/m3 LC	50	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	99	88	76"
"9/4/2017	60371103	1	11	ug/m3 LC	46	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	85	79	73"
"9/5/2017	60371103	1	11.6	ug/m3 LC	48	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	83	77	71"
"9/6/2017	60371103	1	14.4	ug/m3 LC	56	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	83	77	70"
"9/7/2017	60371103	1	16	ug/m3 LC	59	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	86	77	67"
"9/8/2017	60371103	1	15.8	ug/m3 LC	59	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	85	76	67"
"9/9/2017	60371103	1	13.2	ug/m3 LC	53	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	83	75	67"
"9/10/2017	60371103	1	12.7	ug/m3 LC	52	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	91	79	67"
"9/11/2017	60371103	1	13.2	ug/m3 LC	53	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	93	82	71"
"9/12/2017	60371103	1	9.6	ug/m3 LC	40	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	79	73	67"
"9/13/2017	60371103	1	8	ug/m3 LC	33	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	78	72	66"
"9/14/2017	60371103	1	6.7	ug/m3 LC	28	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	78	71	64"
"9/15/2017	60371103	1	7.6	ug/m3 LC	32	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	78	72	66"
"9/16/2017	60371103	1	9.7	ug/m3 LC	40	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	79	73	66"
"9/17/2017	60371103	1	10.5	ug/m3 LC	44	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	76	71	66"
"9/18/2017	60371103	1	12	ug/m3 LC	50	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	77	70	63"
"9/19/2017	60371103	1	9.7	ug/m3 LC	40	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	76	72	68"
"9/20/2017	60371103	1	9	ug/m3 LC	38	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	80	72	63"
"9/21/2017	60371103	1	7.6	ug/m3 LC	32	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	73	69	64"
"9/22/2017	60371103	1	7.4	ug/m3 LC	31	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	76	69	62"
"9/23/2017	60371103	1	8.8	ug/m3 LC	37	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	76	69	61"
"9/24/2017	60371103	1	8.2	ug/m3 LC	34	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	86	73	59"
"9/25/2017	60371103	1	6.4	ug/m3 LC	27	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	88	75	61"
"9/26/2017	60371103	1	12.6	ug/m3 LC	52	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	87	75	62"
"9/27/2017	60371103	1	14.5	ug/m3 LC	56	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	86	74	62"
"9/28/2017	60371103	1	14.7	ug/m3 LC	56	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	88	76	63"
"9/29/2017	60371103	1	13.8	ug/m3 LC	55	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	89	77	64"
"9/30/2017	60371103	1	21.7	ug/m3 LC	71	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	82	73	64"
"10/1/2017	60371103	1	12.7	ug/m3 LC	52	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	78	72	66"
"10/2/2017	60371103	1	12.4	ug/m3 LC	52	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	79	72	64"
"10/3/2017	60371103	1	12.5	ug/m3 LC	52	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	78	71	64"
"10/4/2017	60371103	1	11.9	ug/m3 LC	50	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	79	69	59"
"10/5/2017	60371103	1	13.8	ug/m3 LC	55	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	85	72	59"
"10/6/2017	60371103	1	15.1	ug/m3 LC	57	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	92	76	60"
"10/7/2017	60371103	1	11.2	ug/m3 LC	47	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	96	80	63"
"10/8/2017	60371103	1	14.5	ug/m3 LC	56	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	82	73	63"
"10/9/2017	60371103	1	15.2	ug/m3 LC	58	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	87	76	65"
"10/10/2017	60371103	1	10.2	ug/m3 LC	43	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	88	74	60"
"10/11/2017	60371103	1	15.3	ug/m3 LC	58	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	76	69	62"
"10/12/2017	60371103	1	18.5	ug/m3 LC	64	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	78	71	63"
"10/13/2017	60371103	1	23.2	ug/m3 LC	74	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	78	69	59"
"10/14/2017	60371103	1	25.7	ug/m3 LC	80	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	87	73	59"
"10/15/2017	60371103	1	13.3	ug/m3 LC	54	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	96	79	62"
"10/16/2017	60371103	1	10.2	ug/m3 LC	43	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	96	81	66"
"10/17/2017	60371103	1	12.9	ug/m3 LC	53	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	94	80	66"
"10/18/2017	60371103	1	18.8	ug/m3 LC	65	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	86	77	67"
"10/19/2017	60371103	1	21.7	ug/m3 LC	71	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	78	71	64"
"10/20/2017	60371103	1	8.8	ug/m3 LC	37	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	75	70	64"
"10/21/2017	60371103	1	9.9	ug/m3 LC	41	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	78	69	60"
"10/22/2017	60371103	1	7.2	ug/m3 LC	30	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	93	78	62"
"10/23/2017	60371103	1	7.9	ug/m3 LC	33	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	102	85	67"
"10/24/2017	60371103	1	7.7	ug/m3 LC	32	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	104	86	68"
"10/25/2017	60371103	1	8	ug/m3 LC	33	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	100	85	69"
"10/26/2017	60371103	1	11.8	ug/m3 LC	49	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	93	80	66"
"10/27/2017	60371103	1	15.4	ug/m3 LC	58	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	86	75	63"
"10/28/2017	60371103	1	27	ug/m3 LC	82	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	80	71	62"
"10/29/2017	60371103	1	36.3	ug/m3 LC	103	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	73	68	62"
"10/30/2017	60371103	1	9.2	ug/m3 LC	38	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	69	67	64"
"10/31/2017	60371103	1	6.2	ug/m3 LC	26	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	69	66	63"
"11/1/2017	60371103	1	5.3	ug/m3 LC	22	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	72	68	63"
"11/2/2017	60371103	1	3.5	ug/m3 LC	15	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	68	64	59"
"11/3/2017	60371103	1	6.4	ug/m3 LC	27	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	71	65	59"
"11/4/2017	60371103	1	7	ug/m3 LC	29	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	72	65	57"
"11/5/2017	60371103	1	5.1	ug/m3 LC	21	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	70	65	59"
"11/6/2017	60371103	1	6.3	ug/m3 LC	26	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	73	66	58"
"11/7/2017	60371103	1	7.3	ug/m3 LC	30	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	76	68	59"
"11/8/2017	60371103	1	6.3	ug/m3 LC	26	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	77	67	56"
"11/9/2017	60371103	1	4.3	ug/m3 LC	18	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	72	66	60"
"11/10/2017	60371103	1	6.7	ug/m3 LC	28	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	71	65	58"
"11/11/2017	60371103	1	12.5	ug/m3 LC	52	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	73	64	54"
"11/12/2017	60371103	1	25.6	ug/m3 LC	79	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	69	62	55"
"11/13/2017	60371103	1	20	ug/m3 LC	68	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	73	63	53"
"11/14/2017	60371103	1	15.7	ug/m3 LC	59	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	78	66	53"
"11/15/2017	60371103	1	19.5	ug/m3 LC	67	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	79	68	56"
"11/16/2017	60371103	1	14.6	ug/m3 LC	56	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	78	69	59"
"11/17/2017	60371103	1	6.1	ug/m3 LC	25	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	73	67	61"
"11/18/2017	60371103	1	6.4	ug/m3 LC	27	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	78	67	55"
"11/19/2017	60371103	1	6.8	ug/m3 LC	28	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	77	66	55"
"11/20/2017	60371103	1	11.8	ug/m3 LC	49	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	73	62	50"
"11/21/2017	60371103	1	11.4	ug/m3 LC	48	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	88	73	58"
"11/22/2017	60371103	1	6.4	ug/m3 LC	27	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	93	78	62"
"11/23/2017	60371103	1	7.5	ug/m3 LC	31	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	92	78	64"
"11/24/2017	60371103	1	14.8	ug/m3 LC	57	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	84	72	59"
"11/25/2017	60371103	1	19.8	ug/m3 LC	67	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	83	71	58"
"11/26/2017	60371103	1	36.8	ug/m3 LC	104	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	71	65	58"
"11/27/2017	60371103	1	15.4	ug/m3 LC	58	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	68	61	54"
"11/28/2017	60371103	1	9.3	ug/m3 LC	39	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	76	63	49"
"11/29/2017	60371103	1	12.1	ug/m3 LC	51	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	75	64	52"
"11/30/2017	60371103	1	14.2	ug/m3 LC	55	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	76	64	51"
"12/1/2017	60371103	1	14.1	ug/m3 LC	55	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	74	63	52"
"12/2/2017	60371103	1	14.9	ug/m3 LC	57	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	76	64	51"
"12/3/2017	60371103	1	19.7	ug/m3 LC	67	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	69	61	52"
"12/4/2017	60371103	1	11.2	ug/m3 LC	47	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	72	62	51"
"12/5/2017	60371103	1	8.2	ug/m3 LC	34	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	71	58	45"
"12/6/2017	60371103	1	20.9	ug/m3 LC	70	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	75	60	44"
"12/7/2017	60371103	1	10.2	ug/m3 LC	43	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	78	62	46"
"12/8/2017	60371103	1	11.2	ug/m3 LC	47	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	78	63	48"
"12/9/2017	60371103	1	10.6	ug/m3 LC	44	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	83	67	50"
"12/10/2017	60371103	1	9.1	ug/m3 LC	38	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	82	66	50"
"12/11/2017	60371103	1	9.8	ug/m3 LC	41	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	80	67	53"
"12/12/2017	60371103	1	10	ug/m3 LC	42	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	83	68	53"
"12/13/2017	60371103	1	11.9	ug/m3 LC	50	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	81	65	49"
"12/14/2017	60371103	1	23.3	ug/m3 LC	75	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	76	62	48"
"12/15/2017	60371103	1	14.5	ug/m3 LC	56	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	81	66	50"
"12/16/2017	60371103	1	21.9	ug/m3 LC	72	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	67	60	52"
"12/17/2017	60371103	1	9.9	ug/m3 LC	41	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	72	60	48"
"12/18/2017	60371103	1	7.9	ug/m3 LC	33	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	72	61	50"
"12/19/2017	60371103	1	17.2	ug/m3 LC	62	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	69	58	47"
"12/20/2017	60371103	1	13.3	ug/m3 LC	54	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	60	54	47"
"12/21/2017	60371103	1	7.2	ug/m3 LC	30	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	63	54	44"
"12/22/2017	60371103	1	10.1	ug/m3 LC	42	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	65	53	40"
"12/23/2017	60371103	1	12.7	ug/m3 LC	52	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	66	57	47"
"12/24/2017	60371103	1	20.9	ug/m3 LC	70	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	74	60	45"
"12/25/2017	60371103	1	46.9	ug/m3 LC	129	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	69	57	45"
"12/27/2017	60371103	1	37	ug/m3 LC	105	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	76	61	46"
"12/28/2017	60371103	1	17.3	ug/m3 LC	62	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	79	63	47"
"12/29/2017	60371103	1	11.6	ug/m3 LC	48	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	83	68	52"
"12/30/2017	60371103	1	30.9	ug/m3 LC	91	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	73	61	48"
"12/31/2017	60371103	1	49.2	ug/m3 LC	135	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	69	59	49"
