Daily Mean PM2.5 Concentration,Max Temp,Avg Dew Point,Max Wind Speed,Avg Humidity
21,90,59,7,54.5
22.4,87,61,7,58
20.8,86,61,9,60
22.9,80,60,8,66
19.6,78,59,9,64.5
22.5,77,59,8,66
17.8,77,58,9,66
14.9,78,57,9,67
15.7,78,57,9,64
28.3,81,57,9,66
28,79,57,8,66
21.7,80,56,8,68
23.2,84,57,9,60
24.5,80,57,8,66
30.6,80,57,9,66
28.9,80,56,9,63
26.3,79,55,9,59
13.4,78,55,10,60
19.1,77,56,9,64
23,79,56,9,62.5
21.6,78,55,9,62.5
17.3,78,56,8,64
14.5,78,56,10,67
14.9,80,56,9,66
13.5,81,56,8,64.5
17.1,83,57,7,63
22.4,93,56,8,49
15.6,94,54,8,42.5
11.6,90,56,9,47
16.1,88,56,8,55
15.2,86,55,9,54
16,91,54,8,46
19.8,98,54,0,45.5
21.8,94,55,8,42.5
19.6,90,58,7,52
18.3,87,57,8,55
16,87,54,5,57
13.6,73,52,0,60
14.6,78,55,5,59
17.5,82,54,8,56
21.1,83,56,9,62
27.4,85,57,9,60.5
23.4,83,56,7,64.5
21.1,90,56,9,53.5
21.4,86,57,5,62.5
22.4,80,57,9,60.5
17.7,73,58,7,65
12.6,73,55,8,63
8.8,78,55,9,59
12.8,79,55,9,62
16.5,74,56,8,68.5
27.6,77,55,8,67
17.2,80,55,5,61.5
14.9,83,52,7,49
14.8,81,54,9,56.5
18.3,79,55,8,65.5
31.7,78,55,8,67
37.5,81,56,8,64.5
18.7,80,56,9,65.5
20.7,80,58,8,69
26.5,72,57,7,72.5
16.9,75,54,8,59.5
15.7,83,53,9,53
18.7,94,55,8,52
16.9,98,54,8,45.5
18.6,105,52,8,40.5
14.9,113,49,4,29
18,99,57,7,36
19,92,57,8,47.5
20,94,61,8,54
18.9,90,61,8,58
21.4,90,60,8,58
24.9,80,60,9,69.5
10,68,59,6,76.5
9.1,71,52,9,62
10.8,70,55,9,66.5
14.9,75,51,10,52.5
15.6,81,52,8,54.5
17.3,88,54,8,51.5
16.2,93,54,8,46.5
24.7,88,59,6,56
38.1,82,60,8,66
33.3,80,60,8,66
50.4,77,60,9,70.5
33.6,74,59,8,71
28.4,71,60,7,74.5
13.3,68,60,5,78.5
14.5,71,57,6,69.5
16.2,74,58,7,71
8.4,69,60,7,77
12,70,57,7,72
8.8,69,55,10,71
13.3,70,56,9,78
11.1,71,58,7,74
7.7,74,55,14,60
10.5,72,45,8,51
8.3,82,33,8,38.5
6,84,27,8,26
12.7,79,44,8,55.5
7.8,68,54,9,71
13.5,68,52,7,73.5
14.5,84,51,6,59.5
10.6,90,44,10,47.5
9.2,97,42,8,30
8.9,96,43,8,31.5
12.9,88,43,8,34.5
10.6,74,52,10,60.5
13.2,69,54,9,72.5
4.4,68,48,14,59.5
9.6,68,40,9,54.5
13.1,66,46,9,58.5
11.6,74,30,12,51
9,76,29,8,31
11.4,81,30,7,28
11.2,78,35,8,37.5
17,76,45,6,54.5
31.3,70,51,6,69
48.6,71,52,7,70
31.2,69,53,8,76.5
24.8,62,50,6,70
6.6,64,52,9,76.5
9.7,61,44,13,67.5
13.4,61,41,8,61.5
11,61,43,10,70
10.2,60,41,8,65
16.5,63,32,7,46.5
11.1,68,21,7,31
15.4,62,42,9,59
4,58,31,14,57
9.6,63,23,8,34.5
12.1,67,20,6,35.5
8.7,73,21,6,33
21.8,74,33,6,45.5
34,71,41,5,50
35.5,64,44,7,57
27.7,68,46,12,56.5
17.8,68,49,8,72
13.5,77,44,6,57
16.8,73,42,7,54.5
32.4,69,48,5,69
30.2,73,52,8,72
22.7,78,51,6,66.5
6,85,44,6,41
11.9,80,46,7,58
31,60,50,7,86
21.7,61,51,7,82.5
11.7,63,49,8,72.5
12,57,52,12,83
6.2,61,56,9,92
4.8,63,57,13,95
6.7,61,54,9,91.5
7,58,53,9,89.5
7,58,53,9,89.5
8.4,61,53,8,91.5
17.7,62,50,7,78
20.3,68,48,7,70.5
24.6,62,50,7,81
10.3,63,47,7,66
13.5,67,41,7,60
15,66,44,7,62.5
9.7,57,48,14,68.5
0.9,55,18,17,33
12.3,57,25,10,44
13.8,59,26,8,39.5
10.1,52,37,9,59.5
6.3,57,42,8,74.5
5.6,64,34,6,49
6.4,67,33,7,43.5
8,70,30,7,32
22.9,63,47,7,70.5
20.1,60,46,5,71
19.1,60,45,7,71.5
16.3,63,38,6,58
6.8,72,32,6,39.5
6.5,75,36,7,43.5
12,80,41,5,45.5
10.5,82,37,7,42.5
18.2,84,49,7,52.5
26.4,82,49,6,51
32.1,70,52,7,72
9.4,75,27,3,37.5
15.8,71,43,6,58.5
19.6,67,45,6,66
8.8,58,48,12,79.5
8.7,65,45,7,68.5
16.1,63,46,9,70.5
9.9,62,29,9,44
16.4,66,41,8,64.5
28.1,67,48,5,72.5
21.8,76,49,7,63.5
10.3,79,44,7,58.5
7,69,27,3,35
7.6,75,24,8,28.5
6.9,80,24,8,24
13.5,71,38,2,52
20.4,65,47,8,66
14.6,64,53,8,75
4,62,53,1,77.5
5.6,60,37,2,58
6.6,62,46,14,66.5
3,58,43,6,70
4.9,59,40,8,71.5
12,60,39,8,65
11.2,62,40,8,64
11.8,61,41,6,66
6.1,57,47,7,77.5
2.4,56,39,7,64
5.7,58,27,2,45
10.5,66,35,3,53
10.7,63,38,8,53.5
11.5,65,46,8,65
13.1,67,52,8,83.5
17.8,75,50,7,65.5
8.1,79,39,9,43
9.4,63,51,9,77
3.2,67,43,16,57.5
8.9,70,40,12,54
7.3,85,38,7,45.5
10.3,80,45,9,48.5
12.3,71,48,8,69
14.5,66,49,9,72.5
17,68,49,12,71
15.9,72,50,9,68
11.8,76,52,10,66
11.9,70,52,6,71
11.8,71,44,7,54
11.7,68,44,10,55.5
5.6,60,47,8,65.5
7.9,62,43,13,69.5
5.8,62,43,8,65.5
5.1,62,48,12,71
6.6,59,46,8,68
3.4,64,51,9,76.5
9.2,67,49,6,70.5
13,71,51,8,69
13.4,81,53,7,65
11.1,92,51,8,50
13.4,89,54,9,56
11.1,69,55,7,76.5
5.8,67,51,10,69
9.3,79,51,8,62
13,72,52,10,67.5
12.7,71,51,10,69.5
8.1,64,48,15,65.5
3.8,58,34,10,51.5
5.7,61,37,12,53.5
8.6,68,43,7,60
11.7,71,45,10,59.5
8.9,64,45,12,56.5
12.6,76,36,9,40
16.2,85,36,12,30
11.2,91,46,10,40.5
14.1,77,55,8,65
12.1,67,54,8,71.5
10.1,70,53,10,68.5
5.9,69,53,10,72.5
6.2,68,52,10,71
7.5,69,52,9,67.5
8.5,69,49,9,63
4.5,67,52,13,71.5
7.2,70,52,10,65
9.4,77,46,10,53
12.1,85,44,9,47
12.6,79,49,14,53
9.9,74,46,10,54
7.5,80,31,9,41
3.2,83,26,9,21.5
5.9,87,27,12,25
8.8,93,33,12,33
14.2,91,45,7,40.5
20.7,84,55,9,60
18,70,52,8,71.5
7.2,67,51,12,67.5
6.1,69,46,8,58
9.3,69,48,13,63.5
12.3,73,51,12,64.5
12,76,52,10,64.5
13.6,74,54,8,64.5
9.4,67,52,8,65
4.8,66,46,14,65
5,65,43,12,55
4.3,66,49,14,72.5
6.3,67,50,10,69
12.4,70,49,9,64.5
12.8,72,52,10,73
15.1,73,53,9,69.5
10.5,70,52,9,66.5
10.1,68,50,12,64.5
10.6,71,49,10,65
11.4,75,49,10,59.5
8.4,73,52,10,67.5
10.4,75,51,10,57.5
10.6,73,51,13,63
5.5,73,45,16,53
8.5,77,51,10,58
7.3,71,49,10,63
7.2,74,51,12,60.5
11.4,70,55,8,73.5
13.7,69,54,7,73.5
15.9,69,54,9,70.5
8.4,71,54,8,70.5
11.8,73,55,8,72
17.6,76,56,9,75
18.6,78,57,9,71.5
6.3,71,56,7,73.5
6.1,72,56,8,73.5
8.8,74,53,10,65.5
9.6,69,55,7,72.5
12.1,77,57,8,69
12.5,80,58,9,70.5
15.7,77,58,8,73
15.8,79,58,7,72
14.7,77,58,8,69
16.2,77,57,9,69
13,80,57,7,67.5
14.2,82,59,8,68.5
15.4,78,59,9,70
7.4,75,56,12,70.5
8.3,81,56,9,61.5
11.1,85,58,10,63.5
15.1,84,60,7,62
15.8,81,60,9,73.5
25.6,88,59,6,68
30,89,62,9,62
11.2,84,61,9,64.5
12.6,81,61,9,70.5
12.8,79,60,8,70.5
12.6,79,58,9,67
10.4,76,58,8,69
9.5,76,56,10,68.5
7.1,74,58,8,70.5
8.4,78,56,9,65
8.8,77,56,10,72
8.5,78,57,9,72
9.2,82,57,10,63.5
11.7,86,58,9,63.5
14.6,80,59,9,72.5
17.5,78,58,9,72
13.9,78,58,8,68
13.4,79,58,9,67
9.7,77,58,8,72
10,84,57,9,60.5
11.3,84,60,7,61.5
9.9,78,58,10,64
9.9,79,60,9,68
7.6,76,59,10,72
7.4,76,59,9,72.5
8.2,82,59,9,67.5
9.7,86,57,9,59
11,85,57,5,56.5
14.1,85,56,8,63
11.4,83,56,8,66
9.9,79,58,8,70
13.2,80,57,9,70
15,80,58,8,71
17.4,81,58,7,69
18.1,80,58,9,69
13.6,77,58,9,69
10.1,76,58,8,69
13.8,76,58,9,71
13.8,78,59,9,69
11.9,78,60,9,75
18.4,82,61,7,70.5
18.1,80,61,8,73.5
15,81,60,8,73
14.2,82,60,8,72
16.2,77,60,5,73.5
11.5,79,58,8,67
11.4,79,58,9,68
9.3,79,58,8,69
11.3,83,60,9,69
9.6,82,60,8,69
11.8,90,59,10,57.5
12.3,92,59,9,55
11.5,93,60,7,53.5
11.7,87,59,8,56
12.6,85,58,5,62.5
15.3,79,59,8,69
12.5,78,57,8,70
15,77,57,7,72
15.2,76,57,8,75
11.5,76,56,8,73.5
13.5,77,56,8,68.5
16.8,88,58,10,62
17.6,96,59,9,51
14.2,92,61,0,53.5
14.9,81,59,8,63
10.7,75,57,9,67.5
7.7,78,55,9,62
10,80,57,6,67.5
11.5,80,59,9,70.5
14.7,77,60,8,76.5
16.3,70,59,7,78.5
10,74,57,8,70.5
12.4,78,58,8,72.5
15.4,74,59,7,79
27.6,78,59,10,75
25.6,83,59,8,72
16.8,79,60,9,74.5
25.8,71,59,7,80.5
16,71,56,8,72.5
17.9,75,57,8,72
20.2,84,60,8,68.5
33.9,76,61,7,73.5
24.5,79,59,8,70
13.4,74,58,12,73.5
12.4,85,56,10,62
10.8,82,55,8,58.5
7.9,78,53,9,59.5
3.9,70,55,12,67.5
6.1,64,56,10,81
7.2,69,47,8,61.5
7.8,72,48,8,59
11.1,76,46,8,53
9.7,82,47,8,50.5
16,78,53,7,61.5
14.5,99,53,7,51.5
11.8,98,49,8,41.5
16.9,84,57,8,63.5
21.6,74,58,8,73.5
12.4,75,57,7,75
20.3,81,57,7,69.5
27.8,70,55,7,73.5
24,79,56,7,73.5
39.6,75,57,8,78.5
41.7,68,55,7,77
15.3,65,55,6,75.5
10.1,68,53,9,72.5
11.8,77,43,7,54
11.1,79,35,8,44
15.9,81,38,8,40.5
21.6,84,45,8,50
25.8,73,53,7,70
15.4,82,31,8,49.5
9.1,73,38,7,43.5
4.6,63,47,13,64.5
8.7,63,39,9,60.5
8.8,61,44,15,70.5
9.3,64,42,10,66
10.7,69,38,8,50
9.2,76,30,7,38.5
9,72,34,10,31.5
6.2,64,45,15,60.5
9.1,72,48,8,63.5
14.3,67,51,8,73
18.5,66,51,8,71
30.6,67,52,8,75.5
22.8,73,51,8,68
31.5,61,50,6,75
9.3,63,48,7,71
7.5,56,49,10,83
9.6,62,46,7,78
13.4,66,47,7,66.5
12.6,62,48,7,69.5
16.8,66,47,7,70.5
12.6,82,42,6,56
7.2,82,29,8,22
10.2,81,35,6,36
16.3,80,41,5,41
21.8,69,44,17,55
7.7,67,20,23,27
12.7,64,38,10,50.5
9.1,65,21,10,37
11.5,63,24,7,35
15.8,64,28,7,42
12.1,63,25,7,39
22.8,69,38,6,54.5
14.3,70,35,8,52.5
21.5,59,43,7,71.5
13.1,53,45,10,76
9.1,62,43,8,67.5
11.9,64,40,8,55.5
14.5,63,47,6,72
15,58,47,7,77.5
17.6,64,42,7,67.5
18.7,64,43,5,68.5
18.7,64,43,5,68.5
12.5,65,31,14,48.5
12.5,65,31,14,48.5
12.2,67,22,7,31.5
12.2,67,22,7,31.5
19.9,71,21,7,34
19.9,71,21,7,34
16.5,72,26,6,41
16.5,72,26,6,41
13.6,71,29,6,47
26.2,69,37,7,53
12.5,76,32,7,50
28.3,73,42,6,56
44.1,66,47,5,76
49.3,74,46,6,63
13.5,82,40,6,48
9.1,80,46,6,58.5
9.2,79,33,6,44
8.8,86,29,5,27
9.4,82,31,7,34
19.3,73,42,5,55.5
28.2,64,49,7,80
15,69,38,7,57
7.7,74,32,8,40
15,70,38,8,61
23.3,67,41,6,60.5
15.2,75,34,6,42.5
10.7,76,17,6,34.5
14,69,23,5,36
15.5,63,39,7,55.5
11.8,59,43,7,69
9.6,59,39,8,64.5
14.5,64,41,7,59.5
21.7,62,47,8,73
10.5,63,50,12,66
11.3,62,45,7,72
9.2,54,48,12,85
8.4,68,43,7,65
10,79,40,7,45.5
10,79,45,8,51.5
10,78,42,6,51
9.3,76,28,5,37
7.7,77,18,7,24
13,69,37,8,56.5
19.1,66,48,12,68.5
23.9,67,47,8,68.5
25.5,67,47,7,67.5
10.6,72,32,7,50
2.5,72,23,8,25
7.2,73,30,6,39.5
9.8,71,34,6,47
9.5,64,43,10,57.5
8.1,75,41,7,52.5
6.5,80,39,8,45.5
11.5,71,49,8,70
6,62,51,9,76.5
4.8,63,47,7,65.5
6,59,45,14,65
8.5,61,37,10,61
9.3,57,42,12,64.5
5.1,69,31,14,50
6.1,70,31,7,47
10.1,64,46,8,70.5
9.8,62,45,7,74
13.5,62,45,7,70
10.8,74,40,8,55
14.5,79,46,8,57
32,72,51,8,71.5
25.6,64,48,9,72.5
23.7,64,47,9,72.5
7.5,57,42,13,68
7.8,58,35,8,58
8.6,59,42,9,65
6.8,62,45,8,66.5
9.3,71,37,9,54
7.3,76,24,7,29
5.7,87,26,3,24.5
10.3,81,39,7,54.5
13.8,60,45,12,62
3.7,63,20,12,41
9.6,72,25,8,40.5
8.8,82,25,8,27
11.8,74,38,7,50
10.4,65,46,6,63.5
11.5,65,46,5,69.5
10.8,63,46,9,69.5
10.9,66,48,10,72.5
14.8,64,50,7,74.5
11.1,60,51,3,77.5
3.9,56,50,5,80.5
4.2,58,38,12,69.5
6.9,60,35,10,53.5
12.1,68,39,8,53.5
14.1,74,43,10,55.5
21.5,71,48,8,63
13.5,66,49,8,68.5
10,67,47,7,65.5
5.6,58,48,15,77.5
4,64,46,9,72.5
6.7,65,44,9,65
6.8,68,48,10,72.5
21.3,68,52,9,77.5
32.2,68,52,9,78
13.3,64,51,8,79
4.3,68,36,16,57
8.1,79,34,7,37
11.4,77,41,8,47.5
10.9,72,47,8,60
10.2,67,46,10,61.5
9.2,72,33,8,40
10,84,22,8,30
13.5,81,35,8,48
14,78,42,10,55
11.3,70,46,9,66.5
3.3,63,50,12,76.5
4.8,65,46,10,67
4.2,57,49,13,81
4.8,62,40,10,61
8.6,67,46,9,64
10.5,77,48,8,61
11,81,48,9,55.5
12.9,76,52,10,63.5
16.7,73,54,7,75
20.6,81,55,8,69
31.7,75,56,8,74
25.9,69,55,9,77
5.6,62,52,7,79
7.6,85,54,14,63
4.2,68,55,10,78
7.6,71,50,10,65
11.5,77,51,9,63.5
13.5,76,55,6,71
14.8,69,55,8,77
6.6,62,55,6,82.5
7.6,65,53,6,74.5
7.1,68,51,10,69
10.5,69,53,9,75
10.9,74,53,9,73
13.7,74,55,10,70
17.6,75,55,8,70
19.1,71,55,8,77
15.7,80,56,9,69
17,74,55,8,70.5
18.2,73,52,9,67.5
16.1,71,54,9,71.5
12.7,70,54,10,73.5
13.6,76,53,9,65.5
12.1,73,52,9,64
20.3,81,54,8,63
19.7,77,56,8,72
19.5,71,53,9,65.5
21.9,73,55,9,70.5
23.6,76,56,8,70.5
20.2,79,56,7,70.5
21.9,77,57,8,70.5
11.9,73,55,10,65.5
12.6,73,55,8,68.5
8.6,66,51,10,65
7.4,67,46,8,58.5
10.1,72,50,9,63.5
13.4,78,52,9,61
15.9,79,55,9,64.5
11.4,74,54,7,69.5
15.6,78,56,8,68.5
18.8,77,58,8,73.5
15.9,74,56,9,70.5
11.3,74,56,8,65.5
9.7,70,56,10,72.5
8.1,75,49,12,53.5
12,75,50,10,59
14.3,77,57,10,70
13.4,73,55,8,70.5
13.3,76,54,10,65.5
13,74,56,8,68.5
11.2,73,57,9,73.5
10.8,73,56,9,70.5
11,73,55,8,67.5
10.9,75,57,9,70.5
9.7,77,58,8,74
13.3,73,57,10,75.5
9.4,74,56,9,71.5
10.9,73,56,8,68.5
11.5,74,56,9,70.5
11.1,74,56,9,68.5
8.2,74,55,9,68.5
7,80,53,9,63
7.8,79,51,9,60.5
8.9,80,52,9,58
10.4,82,54,9,57
11.2,79,57,9,67.5
11,79,56,9,68.5
13.4,78,58,9,70
11.3,76,58,8,69
25,73,58,7,69.5
21.6,74,57,8,75
9.4,76,57,8,73.5
8.4,74,57,8,73
8.5,76,55,8,68
12.9,82,56,8,64.5
14,85,57,8,64.5
18.1,87,58,9,66
13.9,85,62,8,64.5
18,83,60,8,74
13.5,79,57,8,68.5
8.1,75,55,12,63.5
5.8,77,55,10,65
8.2,79,57,9,64.5
12,92,57,8,54
11.2,86,58,9,60
14.1,83,60,9,67.5
13.3,80,60,8,70.5
11.8,77,59,8,75
11.1,78,57,8,70
10.3,78,56,8,70
11.7,76,56,9,67
11.5,77,55,9,67
10.1,79,56,8,66.5
11,79,58,8,69
12.4,79,59,8,72
13.2,82,60,7,70.5
11.4,80,60,8,67.5
12.2,82,59,8,63.5
11.3,78,59,8,70.5
10.2,79,60,8,70.5
7.7,79,59,9,70
11.7,86,60,9,65.5
15.4,91,60,9,59.5
14.6,89,60,8,60.5
15.3,90,59,8,56
14.9,89,61,8,56.5
15.9,92,63,8,55.5
12.3,92,59,8,51
11.9,90,62,8,62
10.3,88,61,9,60
10.8,84,61,8,67
14.6,89,57,7,54
13.4,93,57,8,49
12.2,94,59,9,50.5
9.8,91,58,8,50
12.8,90,63,9,62
8.6,83,63,8,70.5
10.3,79,63,9,75.5
10.3,82,62,9,70.5
8.7,79,58,9,66
9.2,86,55,9,56.5
10.7,90,57,8,55.5
12.2,92,63,8,57.5
13.6,90,62,8,50
12.8,91,57,9,50
11.6,84,57,8,50.5
9.1,88,58,9,56
12.6,88,60,8,62.5
13.5,90,61,7,58
13.4,89,64,8,61
12.1,80,64,9,73
6.3,80,64,10,74.5
10.9,100,56,3,51.5
11.2,103,49,9,37
13.6,88,63,7,59.5
14.6,82,62,8,66.5
16.2,89,59,8,60.5
16.8,91,61,8,59.5
17.7,90,61,7,59
16,94,60,8,57.5
10.6,84,59,8,61.5
11.3,79,58,8,70
12.1,78,59,9,71.5
12.5,76,58,8,70
15.8,77,59,9,70
14.3,79,59,9,72.5
10.9,80,61,8,69.5
10.5,77,59,8,70.5
8.6,76,57,8,68
5.8,75,55,9,66.5
7,75,52,9,62.5
7.1,72,51,12,65
9.8,77,54,8,62.5
11,86,53,0,55.5
10.5,99,48,5,99
12.4,91,54,9,48.5
15.6,97,50,6,49.5
6,81,61,9,67
9.2,79,62,9,75.5
6.2,73,60,8,73.5
4.2,74,59,8,72
6.3,72,55,8,67.5
5.7,71,53,6,58.5
5,75,43,13,48.5
6.2,85,36,10,26.5
7.8,86,33,5,33.5
7.7,91,29,8,24
9.6,89,38,7,36.5
14.9,84,46,8,54
19.2,76,54,7,67.5
26.9,71,54,7,73
28.9,70,53,8,69.5
21.5,71,53,8,69
18.3,77,55,6,69.5
11.8,90,41,9,48.5
9,94,34,9,26.5
14.2,84,50,7,59.5
36.4,71,56,8,75.5
11.5,68,55,9,74
3.4,65,42,12,57
4.9,64,31,14,49.5
6.4,67,24,7,32
9,74,23,8,33.5
9,84,16,6,15
15,80,31,7,42.5
19.8,68,49,7,61.5
8.5,71,50,8,61.5
6.9,68,58,9,81.5
6.3,70,56,9,76
8,70,52,8,73
9.7,72,51,7,66.5
29.1,73,53,7,68.5
31.8,78,51,7,70.5
10.7,86,48,9,56.5
23.3,71,54,7,78.5
29.8,68,52,6,72
25.6,70,51,9,71
24.9,68,53,7,71
14.3,64,57,9,88.5
7.5,66,61,7,93.5
4.6,67,59,7,85
3.3,66,58,7,82.5
6.2,69,58,10,81.5
17.2,68,55,7,78
28.7,66,53,6,83.5
32.6,68,53,7,75.5
39.1,68,53,6,81.5
44,67,53,6,81.5
58.7,68,52,6,72.5
18.5,74,46,6,59
18.2,72,48,5,61
14.2,62,50,8,70.5
4.9,62,47,7,71
5.6,59,38,8,63
4.8,62,38,10,58.5
6.4,55,48,8,71.5
5.2,64,51,7,74.5
3.9,63,51,10,60.5
6.3,63,17,4,26
7,67,16,8,26.5
11.1,66,27,7,46
11.1,66,27,7,46
14.9,63,43,8,66
14.9,63,43,8,66
13.3,65,49,8,72.5
8.6,64,52,10,73.5
15.3,62,45,6,64.5
8.4,63,46,10,73
2.9,63,31,10,39.5
11.9,53,39,9,67
8.3,59,35,9,66
16.1,60,36,6,59
27.8,61,31,7,49
17,65,31,7,48.5
14.9,71,25,7,43.5
13.5,68,22,7,39.5
19.7,67,27,7,44.5
17,59,44,10,74
15.5,69,35,10,54
22.5,73,39,7,50
27.9,69,45,7,60.5
12.3,59,38,12,55
4,56,21,12,34.5
9.6,57,21,9,33.5
13.9,58,21,10,35.5
13.4,58,15,7,37
12.2,61,21,9,41.5
16.4,69,32,7,43
18.5,78,25,5,42.5
12.9,79,18,7,19.5
11.8,79,18,5,21
10.2,81,14,7,24.5
11.3,81,20,8,23
12.7,81,16,8,20.5
11.7,78,31,8,31
13.5,66,53,12,75.5
14.8,67,56,9,80.5
15.9,68,55,8,76
10.2,62,49,8,70.5
5.6,61,26,10,30.5
13.4,61,30,6,45.5
22,70,40,5,50
16.3,78,41,7,49
19,76,41,12,49
13.2,75,41,9,47.5
